NCBI_tax.id;species.name;host.name;disease;human.Hosted;human.Hosted.Source;animal.Pathogenic;animal.Pathogenic.Source;plant.Pathogenic;plant.Pathogenic.Source;version_status;assembly_level;genome_representation;ftp_path;fold1;genbank_assembly_accession;assembly_name;assembly_accession
;Phoma oculo-hominis;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Pleurophoma pleurospora;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Prototheca wickerhamii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Prototheca zopfii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Pyrenochaeta mackinnonii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Pyrenochaeta romeroi;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Pyrenochaeta unguis-hominis;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Rhinocladiella aquaspersa;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Rhinocladiella compacta;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Rhinocladiella obovoidea;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Rhinocladiella schulzeri;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Rhinosporidium seeberi;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Rhodotorula glutinis;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Rhodotorula minuta;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Rhodotorula rubra;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Sarcinomyces phaeomuriformis;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Scopulariopsis acremonium;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Scopulariopsis asperula;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Scopulariopsis brevicaulis;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Scopulariopsis brumptii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Scopulariopsis candida;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Scopulariopsis flava;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Scopulariopsis fusca;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Scytalidium hyalinum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Scytalidium infestans;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Setosphaeria rostrata;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Stenella araguata;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Streptomyces somaliensis;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Taeniolella exilis;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Taeniolella stilbospora;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Tetraploa aristata;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Torulopsis magnoliae;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichoderma pseudokoningii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichomaris invadens;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichophyton ajelloi;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichophyton concentricum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichophyton gallinae;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichophyton gourvilii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichophyton megninii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichophyton simii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichosporon beigelii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichosporon cutaneum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Trichosporon mucoides;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Tritirachium oryzae;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Tubercularia vulgaris;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Ulocladium chartarum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Veronaea botryosa;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Verticillium nigrescens;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Volutella cinerescens;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;;;;;;;;
;Absidia corymbifera;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Cladorrhinum bulbillosum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Exophiala pisciphila;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Exophiala salmonis;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Microsporum equinum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Microsporum gallinae;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Microsporum gypseum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Microsporum nanum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Phialemonium obovatum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Pseudomicrodochium suttonii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Pythium insidiosum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Scolecobasidium humicola;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Scolecobasidium tshawytschae;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;TRUE;ohn MB Smith. ‘Fungal Pathogens of Nonhuman Animals’. In: e LS (2001).;FALSE;;;;;;;;;
;Colletotrichum dematium;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;;;;;;;;
;Cladosporium fulvum;;;FALSE;;FALSE;;TRUE;[Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016], [Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032];;;;;;;;
;Cochliobolus carbonum;;;FALSE;;FALSE;;TRUE;[Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016], [Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032];;;;;;;;
;Magnaporthe oryzae;;;FALSE;;FALSE;;TRUE;[Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016], [Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032];;;;;;;;
;Botryotinia whetzel;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Botrytis calthae;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Botrytis pelargonii;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Botrytis pseudocinerea;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Cochliobolus victoriae;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Colletotricum graminicola;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Gaeumannomyces graminis;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Mycosphaerella fijiensis;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Mycosphaerella graminicola;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Mycosphaerella oryzae;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Sclerotinia fuckeliana;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Septoria tritici;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Uromyces appendiculatus;;;FALSE;;FALSE;;TRUE;Doehlemann, G., Ökmen, B., Zhu, W., & Sharon, A. (2017). Plant Pathogenic Fungi. Microbiology Spectrum, 5(1). doi: 10.1128/microbiolspec.funk-0023-2016;;;;;;;;
;Aecidium glycines;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;;;;;;;;
;Aecidium mori;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;;;;;;;;
;Alternaria japonica;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;;;;;;;;
;Alternaria padwickii ;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;;;;;;;;
;Alternaria triticina;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;;;;;;;;
;Alternaria yaliinficiens;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;;;;;;;;
;Amylostereum areolatum;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;;;;;;;;
;Apiognomonia erythrostoma;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;;;;;;;;
;Arkoola nigra;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;;;;;;;;
